	OG	KO.id	KO.description	L1_Col	L1_TSB	L1_FC	DEG	Plant Associated
cds1722	OG0001012	K03893	arsB; arsenical pump membrane protein	8.12500376715657	8.14205499653112	0.778694488862534	nonDEG	nonPA
cds1723	OG0005131			6.73973717363799	4.78432491425349	1.92376348697742	nonDEG	nonPA
cds1724	OG0000078	K13694	mepS; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]	5.25995090583346	3.83136317335426	1.64653779522451	nonDEG	nonPA
cds1726	OG0000204	K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase	5.88264658260064	4.48585454801255	0.183810299938954	nonDEG	nonPA
cds1728	OG0001535	K00995	pgsA; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	5.37341347026933	4.16578821736521	1.39892504970678	nonDEG	nonPA
cds1729	OG0001206	K03272	gmhC; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]	4.89146810875036	4.95203767350931	0.49087060698204	nonDEG	nonPA
cds173	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein	6.67827220325569	2.67821930047516	4.76931488990054	up	nonPA
cds1730	OG0000201	K22278	pdgA; peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	5.7761826042746	6.36791652668159	0.253555485472038	nonDEG	nonPA
cds1732	OG0001082	K07054	uncharacterized protein	7.06513458221002	6.97016134358027	0.799702772616395	nonDEG	PA
cds1733				6.22717478132346	7.43058368197218	-0.338068999676003	nonDEG	nonPA
cds1734	OG0000390	K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]	5.1658947206299	6.90617659001603	-1.56724666693241	nonDEG	nonPA
cds1735	OG0000251	K16692	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]	5.68996933686254	6.15084852309034	-0.499154261814816	nonDEG	nonPA
cds1736				7.65032833965454	7.963783631745	0.892760594035369	nonDEG	nonPA
cds1737				9.48387818793495	7.03145100720793	3.11836903282742	up	nonPA
cds1738	OG0006269			8.45771122173116	8.28415741487373	0.748544884938906	nonDEG	nonPA
cds1739	OG0003961			9.95782160297873	7.35111690661134	4.88238155479393	up	nonPA
cds174	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein	6.22925063350139	4.18204900839397	2.20307147159737	nonDEG	PA
cds1740				5.00266431941858	7.75090971902912	-2.45959563887204	nonDEG	nonPA
cds1741	OG0001466			6.44284927094126	7.20668034953304	0.338301308260071	nonDEG	nonPA
cds1742	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]	8.22604842206948	8.63748974647591	0.198229554711328	nonDEG	nonPA
cds1743	OG0006270	K13658	gumI; beta-1,4-mannosyltransferase [EC:2.4.1.251]	7.55519426670045	7.97933477717829	0.518917106562398	nonDEG	nonPA
cds1744	OG0004466	K16556	exoM; succinoglycan biosynthesis protein ExoM [EC:2.4.-.-]	6.71269019052137	8.58371527434854	-0.753118411108472	nonDEG	nonPA
cds1746	OG0005132	K00232	E1.3.3.6; acyl-CoA oxidase [EC:1.3.3.6]	7.04167147291289	6.54436088731773	1.19687469212562	nonDEG	nonPA
cds1747	OG0000285	K03654	recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	7.84736658222212	6.17147938848486	2.305018793726	up	nonPA
cds1748	OG0002292			6.43433757357222	7.86784380244696	-0.423777673648906	nonDEG	nonPA
cds1749	OG0005133			7.12470790816123	7.18204900839397	-1.0355380134324	nonDEG	nonPA
cds175	OG0004456			7.51444235001679	4.27200587165004	3.92787528449589	up	nonPA
cds1751	OG0001635	K07156	copC; copper resistance protein C	6.71230498209528	3.20654013404888	2.35674706238155	nonDEG	PA
cds1752	OG0000806	K09796	pccA; periplasmic copper chaperone A	6.49097924071966	3.99108578558711	2.97093217919293	nonDEG	PA
cds1753	OG0005133			5.87341347026933	4.13151794883729	1.62014636071855	nonDEG	nonPA
cds1754	OG0000167	K03548	perM; putative permease	8.73502158646293	7.15125846118265	2.22436045193214	up	nonPA
cds1755	OG0000290	K06911	uncharacterized protein	6.29599174047927	9.01597892318986	-1.81464869027891	down	nonPA
cds1756				5.56050811465679	6.52327868604123	0.403601115537783	nonDEG	nonPA
cds1757	OG0003979	K16786	ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	6.40604127437671	5.84871567506064	1.14186486455256	nonDEG	nonPA
cds1758	OG0001886	K16785	ecfT; energy-coupling factor transport system permease protein	5.72363332933987	3.63637567311387	2.00807646390797	nonDEG	nonPA
cds176	OG0006208			5.40850087416182	5.50021078864318	-1.0209273037327	nonDEG	nonPA
cds1760	OG0001416			6.54018919593308	5.87273694396399	0.767494583445705	nonDEG	nonPA
cds1761	OG0000109			6.14568098843444	4.23569441446566	0.698080630440611	nonDEG	nonPA
cds1762	OG0001903	K03929	pnbA; para-nitrobenzyl esterase [EC:3.1.1.-]	5.84271319793726	7.12587498234705	-0.712813767191425	nonDEG	PA
cds1763	OG0005129			9.30899085778384	9.47899913681509	0.430327259860236	nonDEG	nonPA
cds1764	OG0000767			6.83000374517264	7.20268946897768	0.237382243958987	nonDEG	nonPA
cds1765	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	6.47129688259149	5.65847064963343	-0.403795754032363	nonDEG	nonPA
cds1766	OG0001392	K09932	uncharacterized protein	7.59047770752707	1.70925576860565	6.70540417166951	up	PA
cds1767	OG0000543	K14063	feaR; AraC family transcriptional regulator, positive regulator of tynA and feaB	7.22311164498749	5.29212649418465	2.58135892873886	up	nonPA
cds1768				5.43433757357222	3.28067094116103	2.81431042496928	nonDEG	nonPA
cds1769	OG0000054	K02624	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein	6.57865737599759	5.07372829006831	2.16177602738772	nonDEG	nonPA
cds177	OG0006209			7.4676090833218	3.17621558069971	2.80204948690069	nonDEG	nonPA
cds1773	OG0003602	K07149	uncharacterized protein	8.69611613800415	5.43837312633915	3.83142923765796	up	nonPA
cds1774	OG0000082	K11103	dctA; aerobic C4-dicarboxylate transport protein	6.3836698757572	3.54518731533855	3.43603876645286	up	PA
cds1775	OG0002549	K07700	dpiB; two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]	5.72363332933987	8.4451163931039	-2.55821762283285	nonDEG	nonPA
cds1776	OG0002291	K07702	dpiA; two-component system, CitB family, response regulator CitB	6.93162193901544	9.39080930023683	-1.70796419758326	nonDEG	nonPA
cds1780				5.73973717363799	3.30304233978054	2.78042343812761	nonDEG	nonPA
cds1782	OG0000509			6.10100424023888	5.08568344092064	1.56285080900566	nonDEG	nonPA
cds1783				7.14568098843444	3.80438984155973	2.14455506549358	nonDEG	nonPA
cds1784	OG0004438			8.38710153599983	8.49922916157865	0.52936139465407	nonDEG	nonPA
cds1785	OG0002305			9.45063607743668	9.68236658684325	0.390467422345007	nonDEG	nonPA
cds1786	OG0002792			8.59104954217843	10.4362671490318	-1.23737368860486	down	nonPA
cds1787				9.48090797912618	10.8116847082982	-0.700886246402244	nonDEG	nonPA
cds1788	OG0000533	K06199	crcB; fluoride exporter	9.06461384761992	10.2750989233964	-0.610515401360753	nonDEG	nonPA
cds1789	OG0000533	K06199	crcB; fluoride exporter	5.88264658260064	6.65861742160068	-1.99077011311121	nonDEG	nonPA
cds179				4.18610845282537	5.41632567407541	-2.0712026601112	nonDEG	nonPA
cds1790	OG0005134			7.5294716465263	8.53350719929323	-0.289416466638254	nonDEG	nonPA
cds1791	OG0006290			4.60114595210422	6.43586945974716	-2.58987593485619	nonDEG	nonPA
cds1792	OG0006169			8.68917630802597	9.59080764153121	-0.253738314891311	nonDEG	nonPA
cds1793	OG0001730			5.18610845282537	7.10088141241868	-2.67656006947235	nonDEG	nonPA
cds1794	OG0000794	K00764	purF; amidophosphoribosyltransferase [EC:2.4.2.14]	5.33379335884155	3.7348609676226	0.56771321614815	nonDEG	nonPA
cds1795	OG0000786	K01933	purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	6.84491340655462	8.25094451260537	-1.18129671434372	nonDEG	nonPA
cds1796	NA	NA	NA	8.27143785975818	8.75425732631492	0.128147537492531	nonDEG	nonPA
cds1797	OG0000418	K06916	zapE; cell division protein ZapE	7.12934960819082	6.88407877574021	0.862915840759844	nonDEG	nonPA
cds1798	OG0003887	K12992	rfbN; rhamnosyltransferase [EC:2.4.1.-]	6.00266431941858	2.98079961784853	3.61103188861934	nonDEG	nonPA
cds1799	OG0006271			7.5077636237581	6.89881199973249	0.657520227684273	nonDEG	nonPA
cds180	OG0003068			7.54634700421629	9.35574008680886	-0.844831630645194	nonDEG	nonPA
cds1800	OG0000934	K01945	purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13]	5.98245058722311	4.6168582789955	1.22501606779985	nonDEG	nonPA
cds1801	OG0001571	K01259	pip; proline iminopeptidase [EC:3.4.11.5]	7.39396844927954	5.37381919568298	2.00242591967424	nonDEG	nonPA
cds1802				7.7630328471973	7.58316500938723	0.780313169946272	nonDEG	nonPA
cds1803	OG0000038	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein	7.32230885427754	8.27816797134291	-0.338374842583568	nonDEG	nonPA
cds1804	OG0000730	K01923	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	6.37125437655489	5.30290570152221	1.03352444279135	nonDEG	nonPA
cds1805				7.88349196923705	6.53102620489805	1.9673742320673	up	nonPA
cds1806	OG0000147	K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	6.12934960819082	8.27968034981937	-1.49656075857693	nonDEG	nonPA
cds1807	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]	8.13702968865684	9.26711187216962	-0.526118580453822	nonDEG	PA
cds1808	OG0005135	K09684	pucR; purine catabolism regulatory protein	7.18219825462809	7.72195056880246	0.0526087943586862	nonDEG	nonPA
cds1809	OG0000520	K07250	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]	5.14568098843444	4.67633711276144	-0.861469281527682	nonDEG	nonPA
cds181	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]	6.18394935911094	5.8272125930055	0.404693050899847	nonDEG	PA
cds1810	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	7.40418268673295	2.91415904997739	3.39656848182778	nonDEG	nonPA
cds1813	OG0003610			5.91199070933092	6.77773261692814	-0.147011716571924	nonDEG	nonPA
cds1814	OG0003980	K01952	purL; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	6.69479081141377	4.84748418054139	2.6879153154501	up	nonPA
cds1815	OG0000516	K01952	purL; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	8.98922528879217	6.79870732535236	2.79733937191622	up	nonPA
cds1816	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	5.82685876807359	3.80899177473475	2.04895301429942	nonDEG	nonPA
cds1817	OG0000127	K00020	mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	3.56071848771328	3.80438984155973	-1.6509577182992	nonDEG	nonPA
cds1818	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter	6.48328470301531	3.57836587318886	3.53555628158046	nonDEG	nonPA
cds182	OG0000134	K01697	CBS; cystathionine beta-synthase [EC:4.2.1.22]	7.74615748950731	9.67884623848225	-1.2966689920377	nonDEG	nonPA
cds1821	OG0005136			7.83924613011931	3.44817105467075	4.07359590370883	nonDEG	nonPA
cds1822	OG0000035			7.92586260853816	10.5115095655675	-1.73510983345281	down	nonPA
cds1823	OG0000268	K19267	qorB; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	6.34491340655462	5.91227686226367	0.513827337460336	nonDEG	PA
cds1825	OG0005137			6.87341347026933	9.3837539280999	-2.29812033205899	nonDEG	nonPA
cds1826	OG0005100			4.94725592327742	5.02726060451317	-0.0636447757155562	nonDEG	nonPA
cds183				7.46751613142252	10.0272545066438	-1.90053499413703	down	nonPA
cds1834	OG0001015	K03811	pnuC; nicotinamide mononucleotide transporter	5.41684843360751	5.31982346834375	0.736141242212982	nonDEG	PA
cds1836	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB	10.295481588923	3.87320680071554	7.04151541930414	up	nonPA
cds1837				7.24500214187894	2.58082571664405	3.4999343919302	nonDEG	nonPA
cds1838	OG0006272			7.33379335884155	2.64504074262485	3.6000645688794	nonDEG	nonPA
cds1839	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein	8.61679642807158	6.11598555599794	3.11515910544131	up	nonPA
cds184	OG0001890	K03709	troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator	6.67697173259606	6.63616536218639	0.271782629421023	nonDEG	nonPA
cds1840	OG0000308	K02004	ABC.CD.P; putative ABC transport system permease protein	6.14557372838123	4.33476141746065	1.4942647846944	nonDEG	nonPA
cds1841	OG0000069	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon	6.36807340977088	4.97568297577963	0.205197328512273	nonDEG	nonPA
cds1842	OG0000209	K07003	uncharacterized protein	5.18996933686254	5.92371479873717	-0.681966980188826	nonDEG	PA
cds1843	OG0003630	K01421	yhgE; putative membrane protein	9.00352302117347	7.83562636768088	1.79568423159868	up	PA
cds1848	OG0002186	K04127	cefD; isopenicillin-N epimerase [EC:5.1.1.17]	6.85093338430622	2.48920576956719	4.0825394988175	nonDEG	nonPA
cds1849	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	5.88264658260064	3.59651513452965	1.05057588039033	nonDEG	nonPA
cds1850	OG0001349			6.62760450544068	2.84002824286524	4.23931123838405	up	nonPA
cds1857				5.91199070933092	6.75494449652618	-0.233709468212689	nonDEG	nonPA
cds1859				9.97388380001062	11.5949868855011	-0.991977297379482	nonDEG	nonPA
cds186				6.81922018601179	5.34887684769718	0.516005834206897	nonDEG	nonPA
cds1860	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein	4.58093221990875	7.55398792731344	-2.95810654876199	down	nonPA
cds1861	OG0002193	K02053	ABC.SP.P; putative spermidine/putrescine transport system permease protein	6.99637099986174	7.35518879538563	0.975179986586788	nonDEG	PA
cds1862	OG0002194	K02054	ABC.SP.P1; putative spermidine/putrescine transport system permease protein	7.17267520389583	6.01367691214857	1.76059234212466	nonDEG	PA
cds1863	OG0001505	K02055	ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein	6.49855259955302	6.33148889623299	1.20837820081351	nonDEG	PA
cds1864	OG0000586	K03817	rimL; ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	6.01186526395419	2.61400427449436	1.87030212631236	nonDEG	nonPA
cds1865	OG0000573	K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]	5.37114711650169	7.08312725401186	-1.53312846959252	nonDEG	nonPA
cds1866	OG0000022	K13653	AraC family transcriptional regulator	7.22186093336712	8.67753592938055	-0.101117389141268	nonDEG	nonPA
cds1867	OG0000929	K01939	purA; adenylosuccinate synthase [EC:6.3.4.4]	6.85749113190329	6.22351912245729	1.30099699779339	nonDEG	nonPA
cds1868	OG0000246	K21064	ycsE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	8.38581196547701	10.2483852646636	-1.26610857168642	down	nonPA
cds187	OG0002309			8.9282707174608	8.16641739192442	1.35068574601319	up	nonPA
cds1870	OG0000990			6.15764590738632	7.40601160780185	-0.602034169455921	nonDEG	nonPA
cds1871	OG0006338			7.08904908938655	3.29421826932681	3.98916070486842	up	nonPA
cds1872	OG0003630	K01421	yhgE; putative membrane protein	7.23054836556252	3.31384949901133	4.67024608168787	up	PA
cds1873				7.61183593384789	3.36225343938901	5.53608263346927	up	nonPA
cds1874	OG0002418			7.58576087807939	1.96088493599348	5.93180568354622	up	nonPA
cds1875	OG0002798	K02566	nagD; NagD protein	6.50266431941858	2.14989846690144	4.2848088988376	nonDEG	nonPA
cds1876	OG0000147	K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	6.30158567024531	4.62880231428051	0.657412933464925	nonDEG	nonPA
cds1878	NA	NA	NA	7.14547061537795	5.42115886397379	2.29240054913339	up	nonPA
cds1879	OG0000724	K00762	pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]	8.29811601881935	8.6223985507062	0.25399482833287	nonDEG	nonPA
cds188				4.21018306905801	5.51754083008813	-0.673774151893775	nonDEG	nonPA
cds1880	OG0001549	K16238	eat; ethanolamine permease	5.31836313909878	6.44640770999409	0.479228725515764	nonDEG	nonPA
cds1881	OG0000071	K01915	glnA; glutamine synthetase [EC:6.3.1.2]	7.75763770461699	8.89131417290191	-0.397996239055282	nonDEG	nonPA
cds1882	OG0001345	K07010	putative glutamine amidotransferase	7.47161207667108	7.475852961933	0.0547277185976906	nonDEG	nonPA
cds1883	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	7.78558156821815	7.02943178361233	1.42118287978941	nonDEG	nonPA
cds1884	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	9.25901484665303	7.90402950423524	1.9481118760094	up	nonPA
cds1885	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	9.28393341100749	9.17884724147408	0.468607324129928	nonDEG	nonPA
cds1886	OG0003122			5.40850087416182	6.0996219660062	-1.75251259392578	nonDEG	nonPA
cds1887	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]	7.21071210566941	7.79452539965394	0.489947691453859	nonDEG	nonPA
cds1888	OG0000453	K01142	E3.1.11.2; exodeoxyribonuclease III [EC:3.1.11.2]	4.36020676646007	6.75748845838287	-1.63709234153472	nonDEG	nonPA
cds1889				5.37125437655489	4.86103150870717	0.460993426395977	nonDEG	nonPA
cds189				13.9672018010707	9.13689348556055	5.51601290850479	up	nonPA
cds1890	OG0000029	K16235	mmuP; S-methylmethionine transporter	8.27515137895992	6.35234190481798	2.55379788700968	up	PA
cds1891	OG0000433	K07088	uncharacterized protein	6.65324908677887	4.59054116519723	2.15358644015972	nonDEG	PA
cds1892	OG0001822	K00263	E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9]	5.28629187583373	3.73083669018907	1.54709096002343	nonDEG	PA
cds1893	OG0000995	K07119	uncharacterized protein	7.54301897469208	7.69428579426198	0.520422512999382	nonDEG	nonPA
cds1894	OG0002545	K08987	putative membrane protein	6.25995090583346	5.64315855491114	1.04932543624956	nonDEG	PA
cds1895	OG0000525	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon	9.23784659545286	7.77981629539658	2.11845981865505	up	nonPA
cds1896	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein	7.70833813957955	6.3000272932462	2.17296691196097	up	nonPA
cds1897	OG0000135	K15553	ssuA; sulfonate transport system substrate-binding protein	6.30953906864505	6.67217117567893	0.366512604929995	nonDEG	nonPA
cds1898	OG0000125	K15554	ssuC; sulfonate transport system permease protein	6.60465821333134	6.69037257820035	0.579400774061373	nonDEG	nonPA
cds1899	OG0005162			6.06957218165871	7.84347829060117	-1.44853136324921	nonDEG	nonPA
cds19	OG0006321			6.39146810875036	4.76401524803938	1.63847798982079	nonDEG	nonPA
cds190	OG0000284	K06188	aqpZ; aquaporin Z	4.87341347026933	3.36834907643896	1.5301275940918	nonDEG	nonPA
cds1900	OG0002814			8.60284691798113	9.78064460767713	-0.564766434829742	nonDEG	nonPA
cds1901				6.56071848771328	4.67821930047516	0.73110654991915	nonDEG	nonPA
cds1902	OG0000067	K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]	6.33379335884155	4.87132461300183	0.507348186553053	nonDEG	nonPA
cds1904	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	6.2416879678209	6.97596119293923	-0.598735524004968	nonDEG	nonPA
